순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가총액,시가총액비중(%),상장주식수(천주),외국인 보유주식수,외국인 지분율(%),총카운트
713,248170,샘표식품,"41,650","-800","-1.9","50,326","2,080,212,850","190,269,111,900","0.01","4,568,286",,,
714,096630,에스코넥,"2,915","-10","-0.3","1,250,813","3,668,854,040","190,249,585,460","0.01","65,265,724",,,
715,046140,SBS콘텐츠허브,"8,850","20","0.2","13,340","117,753,690","189,952,461,750","0.01","21,463,555",,,
716,011690,유양디앤유,"3,705","30","0.0","135,276","501,185,680","189,898,893,210","0.01","51,254,762",,,
717,035620,바른손이앤에이,"2,810","35","1.3","415,998","1,165,059,370","189,742,142,140","0.01","67,523,894",,,
718,004980,성신양회,"7,900","20","0.2","153,796","1,206,207,490","189,667,007,800","0.01","24,008,482",,,
719,065060,지엔코,"2,370","45","1.9","30,348,909","74,932,958,985","189,190,094,280","0.01","79,827,044",,,
720,036200,유니셈,"6,160","30","0.0","110,244","675,410,310","188,891,613,680","0.01","30,664,223",,,
721,039200,오스코텍,"7,250","120","1.7","345,748","2,527,151,510","188,303,162,500","0.01","25,972,850",,,
722,013570,디와이,"7,150","100","1.4","94,579","673,491,680","188,185,375,950","0.01","26,319,633",,,
723,029960,코엔텍,"3,760","-60","-1.6","1,056,834","3,955,016,935","188,000,000,000","0.01","50,000,000",,,
724,026890,디피씨,"4,510","10","0.2","98,250","441,960,295","187,968,569,250","0.01","41,678,175",,,
725,000230,일동홀딩스,"17,850","200","1.1","50,727","902,197,550","187,251,783,600","0.01","10,490,296",,,
726,114810,아이원스,"17,650","-100","-0.6","47,915","847,409,750","185,246,739,900","0.01","10,495,566",,,
727,084680,이월드,"2,035","-15","-0.7","180,939","369,921,720","184,187,640,395","0.01","90,509,897",,,
728,036000,예림당,"7,980","180","2.3","319,047","2,537,614,940","183,813,530,460","0.01","23,034,277",,,
729,007660,이수페타시스,"4,450","-15","-0.3","342,640","1,521,118,870","183,644,371,100","0.01","41,268,398",,,
730,052790,액토즈소프트,"16,200","-50","-0.3","71,249","1,157,455,700","183,556,335,600","0.01","11,330,638",,,
731,100250,진양홀딩스,"3,275","30","0.0","133,026","437,037,665","183,057,081,300","0.01","55,895,292",,,
732,039440,에스티아이,"14,400","-100","-0.7","142,240","2,043,464,700","182,961,648,000","0.01","12,705,670",,,
733,092070,디엔에프,"17,000","1,500","9.7","554,817","9,156,867,300","182,951,076,000","0.01","10,761,828",,,
734,071055,한국금융지주우,"31,150","350","1.1","10,278","320,893,800","182,484,518,650","0.01","5,858,251",,,
735,089230,THE E&M,"9,900","-300","-2.9","94,837","941,815,970","181,884,740,400","0.01","18,372,196",,,
736,007980,태평양물산,"3,955","35","0.9","23,953","94,627,905","181,238,211,175","0.01","45,825,085",,,
737,134380,미원화학,"83,100","16,200","24.2","233,346","18,657,028,200","181,158,000,000","0.01","2,180,000",,,
738,091120,이엠텍,"12,850","500","4.0","315,098","4,001,887,000","180,491,395,550","0.01","14,046,023",,,
739,144960,뉴파워프라즈마,"22,200","-700","-3.1","67,039","1,511,556,350","179,985,878,400","0.01","8,107,472",,,
740,004890,동일산업,"74,200","200","0.3","29,646","2,140,938,800","179,950,953,000","0.01","2,425,215",,,
741,103590,일진전기,"4,845","45","0.9","40,964","197,440,245","179,654,489,550","0.01","37,080,390",,,
742,000490,대동공업,"7,570","150","2.0","70,801","533,150,350","179,622,549,700","0.01","23,728,210",,,
743,014790,한라,"4,920","30","0.0","52,501","257,751,415","179,555,114,640","0.01","36,494,942",,,
744,024950,삼천리자전거,"13,500","350","2.7","85,256","1,141,012,600","179,193,289,500","0.01","13,273,577",,,
745,196170,알테오젠,"28,450","100","0.4","14,976","420,539,050","179,040,544,250","0.01","6,293,165",,,
746,065660,안트로젠,"22,500","500","2.3","26,805","596,181,150","178,956,697,500","0.01","7,953,631",,,
747,012610,경인양행,"4,410","-10","-0.2","164,094","725,197,095","178,147,969,650","0.01","40,396,365",,,
748,030270,에스마크,"2,360","-75","-3.1","20,281,561","48,127,426,455","177,839,994,800","0.01","75,355,930",,,
749,036890,진성티이씨,"7,910","280","3.7","284,182","2,225,771,330","177,834,739,880","0.01","22,482,268",,,
750,025560,미래산업,"281","4","1.4","4,539,382","1,266,632,308","177,259,970,400","0.01","630,818,400",,,
751,073560,우리손에프앤지,"2,560","-75","-2.8","1,239,279","3,209,268,600","177,248,366,080","0.01","69,237,643",,,
752,023910,대한약품,"29,350","50","0.2","15,025","440,148,050","176,100,000,000","0.01","6,000,000",,,
753,104200,NHN벅스,"11,850","-200","-1.7","36,818","437,679,500","175,706,467,500","0.01","14,827,550",,,
754,010820,퍼스텍,"3,755","10","0.3","245,524","923,721,520","175,601,974,200","0.01","46,764,840",,,
755,003460,유화증권,"15,450","50","0.3","1,088","16,773,500","175,210,462,350","0.01","11,340,483",,,
756,016880,웅진,"2,410","30","1.3","290,671","693,403,575","175,152,068,870","0.01","72,677,207",,,
757,002150,도화엔지니어링,"5,190","-90","-1.7","28,542","148,447,430","175,006,800,000","0.01","33,720,000",,,
758,071200,인피니트헬스케어,"7,150","30","0.0","108,056","770,915,150","174,434,674,700","0.01","24,396,458",,,
759,004650,창해에탄올,"18,950","150","0.8","27,449","520,317,150","174,167,270,750","0.01","9,190,885",,,
760,083310,엘오티베큠,"13,800","-100","-0.7","96,583","1,327,523,200","173,911,684,800","0.01","12,602,296",,,
761,012200,계양전기,"5,330","30","0.0","96,047","508,863,280","173,758,000,000","0.01","32,600,000",,,
762,187420,제노포커스,"19,300","1,000","5.5","107,935","2,062,555,600","173,612,242,900","0.01","8,995,453",,,
763,117580,대성에너지,"6,310","30","0.5","59,660","374,269,560","173,525,000,000","0.01","27,500,000",,,
764,042520,한스바이오메드,"17,600","-50","-0.3","32,917","577,596,700","173,498,283,200","0.01","9,857,857",,,
765,087260,모바일어플라이언스,"11,550","150","1.3","849,499","9,882,389,700","173,250,000,000","0.01","15,000,000",,,
766,020760,일진디스플,"6,110","10","0.2","126,383","773,996,380","173,001,228,400","0.01","28,314,440",,,
767,090350,노루페인트,"8,640","400","4.8","212,520","1,808,871,500","172,800,000,000","0.01","20,000,000",,,
768,002310,아세아제지,"19,250","-200","-1.0","28,290","545,233,400","172,412,663,500","0.01","8,956,502",,,
769,236200,슈프리마,"24,350","150","0.6","28,475","687,491,500","172,404,647,550","0.01","7,080,273",,,
770,200780,비씨월드제약,"23,550","300","1.3","17,575","411,613,050","172,135,357,350","0.01","7,309,357",,,
771,140410,메지온,"21,100","30","0.0","31,308","650,760,000","172,133,800,000","0.01","8,158,000",,,
772,035610,솔본,"6,270","10","0.2","159,168","997,337,920","171,459,401,190","0.01","27,345,997",,,
773,084870,TBH글로벌,"8,220","30","0.4","84,317","689,073,910","171,443,052,180","0.01","20,856,819",,,
774,016610,동부증권,"4,035","75","1.9","239,388","965,569,330","171,271,179,615","0.01","42,446,389",,,
775,089980,상아프론테크,"12,850","850","7.1","912,542","11,412,640,100","170,924,133,650","0.01","13,301,489",,,
776,183490,엔지켐생명과학,"25,000","-1,800","-6.7","10,275","254,971,450","170,696,875,000","0.01","6,827,875",,,
777,066700,테라젠이텍스,"5,880","-130","-2.2","73,633","436,727,570","170,575,818,840","0.01","29,009,493",,,
778,083650,비에이치아이,"6,560","30","0.0","201,388","1,306,220,310","170,560,000,000","0.01","26,000,000",,,
779,066980,브레인콘텐츠,"1,125","-5","-0.4","414,001","463,089,700","170,168,397,750","0.01","151,260,798",,,
780,219550,한강인터트레이드,"3,125","30","0.0","742,274","2,342,602,920","170,097,718,750","0.01","54,431,270",,,
781,003480,한진중공업홀딩스,"5,750","-40","-0.7","6,879","39,440,450","169,796,419,000","0.01","29,529,812",,,
782,060560,홈센타홀딩스,"4,170","35","0.8","131,944","548,842,985","169,776,354,180","0.01","40,713,754",,,
783,050110,캠시스,"3,055","-70","-2.2","3,309,870","10,281,911,025","169,305,601,010","0.01","55,419,182",,,
784,103130,웅진에너지,"6,800","550","8.8","1,079,205","7,160,467,550","169,250,089,200","0.01","24,889,719",,,
785,100700,세운메디칼,"3,855","-25","-0.6","132,035","511,417,400","168,849,000,000","0.01","43,800,000",,,
786,008290,원풍물산,"4,395","-40","-0.9","138,676","614,092,685","168,731,877,495","0.01","38,391,781",,,
787,009270,신원,"2,665","70","2.7","3,078,569","8,089,270,655","168,703,481,050","0.01","63,303,370",,,
788,006220,제주은행,"7,620","30","0.4","41,273","313,893,210","168,621,257,880","0.01","22,128,774",,,
789,044340,위닉스,"10,300","-150","-1.4","78,592","812,066,150","168,494,002,300","0.01","16,358,641",,,
790,052420,오성엘에스티,"822","10","1.2","4,005,091","3,321,629,026","167,651,486,760","0.01","203,955,580",,,
791,038060,루멘스,"3,535","-35","-1.0","159,832","567,331,970","167,123,431,440","0.01","47,276,784",,,
792,003830,대한화섬,"125,500","7,500","6.4","3,848","474,702,500","166,664,000,000","0.01","1,328,000",,,
793,166090,하나머티리얼즈,"17,600","30","0.0","62,205","1,094,733,850","166,491,371,200","0.01","9,459,737",,,
794,091090,세원셀론텍,"2,745","30","0.0","254,720","696,691,055","166,328,273,610","0.01","60,593,178",,,
795,099320,쎄트렉아이,"45,350","-650","-1.4","28,647","1,291,974,900","165,980,546,500","0.01","3,659,990",,,
796,203690,프로스테믹스,"3,670","-80","-2.1","433,809","1,596,667,955","165,757,862,100","0.01","45,165,630",,,
797,035000,지투알,"10,000","270","2.8","26,661","265,160,590","165,674,090,000","0.01","16,567,409",,,
798,194480,데브시스터즈,"14,900","400","2.8","22,244","327,375,700","165,227,515,500","0.01","11,089,095",,,
799,005945,NH투자증권우,"8,750","250","2.9","217,044","1,888,610,140","165,120,970,000","0.01","18,870,968",,,
800,084180,수성,"20,100","500","2.6","249,329","4,900,552,950","164,820,000,000","0.01","8,200,000",,,
801,018000,유니슨,"2,340","-50","-2.1","1,997,345","4,759,736,375","164,558,913,480","0.01","70,324,322",,,
802,005390,신성통상,"1,145","-15","-1.3","334,134","382,995,945","164,546,106,550","0.01","143,708,390",,,
803,111110,호전실업,"20,550","50","0.2","11,938","243,863,200","164,400,000,000","0.01","8,000,000",,,
804,094480,갤럭시아컴즈,"5,010","-50","-1.0","94,599","478,355,135","163,794,650,430","0.01","32,693,543",,,
805,009440,KC그린홀딩스,"7,300","-100","-1.4","64,539","472,115,120","163,775,354,000","0.01","22,434,980",,,
806,114120,크루셜텍,"5,730","-40","-0.7","187,635","1,082,739,860","163,762,540,500","0.01","28,579,850",,,
807,151910,나노스,"1,695","0","0.0","0","0","163,433,378,040","0.01","96,420,872",,,
808,096690,제이스테판,"643","0","0.0","0","0","162,770,957,359","0.01","253,143,013",,,
809,002170,삼양통상,"54,200","800","1.5","8,062","432,740,600","162,600,000,000","0.01","3,000,000",,,
810,048550,SM C&C,"2,335","50","2.2","379,548","878,652,820","162,358,508,920","0.01","69,532,552",,,
811,007720,대명코퍼레이션,"1,610","-10","-0.6","138,293","224,208,495","162,288,724,500","0.01","100,800,450",,,
812,002360,SH에너지화학,"1,460","25","1.7","496,276","716,820,165","162,255,245,800","0.01","111,133,730",,,
813,069640,엠케이트렌드,"12,550","350","2.9","40,803","504,350,500","162,011,991,100","0.01","12,909,322",,,
814,216050,인크로스,"52,300","600","1.2","11,199","581,686,300","161,801,608,300","0.01","3,093,721",,,
815,090360,로보스타,"20,700","100","0.5","133,870","2,784,499,200","161,460,000,000","0.01","7,800,000",,,
816,950140,잉글우드랩(Reg.S),"8,120","120","1.5","89,081","721,536,210","161,327,071,920","0.01","19,867,866",,,
817,155650,와이엠씨,"16,350","750","4.8","258,738","4,201,402,050","161,294,270,550","0.01","9,865,093",,,
818,011000,진원생명과학,"9,970","-230","-2.2","249,446","2,496,534,840","161,180,633,110","0.01","16,166,563",,,
819,183300,코미코,"19,950","750","3.9","664,324","13,395,968,700","161,096,250,000","0.01","8,075,000",,,
820,060570,아이리버,"5,180","30","0.0","538,631","2,821,102,560","161,078,295,280","0.01","31,096,196",,,
821,015710,코콤,"9,180","120","1.3","102,503","935,454,860","160,929,990,000","0.01","17,530,500",,,
822,047310,파워로직스,"4,880","180","3.8","389,916","1,880,640,865","160,831,072,560","0.01","32,957,187",,,
823,001390,KG케미칼,"13,850","50","0.4","39,994","552,088,600","160,341,006,800","0.01","11,576,968",,,
824,053980,오상자이엘,"9,030","80","0.9","22,989","206,271,440","160,263,374,460","0.01","17,747,882",,,
825,238090,앤디포스,"10,600","-150","-1.4","80,582","855,162,900","159,731,029,000","0.01","15,068,965",,,
826,013580,계룡건설,"17,850","200","1.1","59,944","1,064,599,500","159,416,689,950","0.01","8,930,907",,,
827,065510,휴비츠,"13,400","-50","-0.4","36,081","482,302,550","159,196,971,400","0.01","11,880,371",,,
828,001380,SG충방,"3,810","-30","-0.8","105,697","405,668,970","159,057,860,700","0.01","41,747,470",,,
829,072470,우리산업홀딩스,"8,400","1,300","18.3","4,222,761","35,934,491,790","158,653,664,400","0.01","18,887,341",,,
830,092130,이크레더블,"13,150","-200","-1.5","13,705","180,704,900","158,373,340,000","0.01","12,043,600",,,
831,028100,동아지질,"13,650","-350","-2.5","177,739","2,432,301,250","156,975,000,000","0.01","11,500,000",,,
832,042040,케이피엠테크,"13,950","-250","-1.8","358,368","5,117,930,950","156,957,309,000","0.01","11,251,420",,,
833,054620,APS홀딩스,"13,150","-50","-0.4","277,246","3,644,946,050","156,891,703,200","0.01","11,930,928",,,
834,005750,대림B&Co,"9,390","540","6.1","913,776","8,588,808,990","156,552,333,600","0.01","16,672,240",,,
835,001820,삼화콘덴서,"15,050","-100","-0.7","185,257","2,797,462,850","156,444,750,000","0.01","10,395,000",,,
836,001470,삼부토건,"16,000","-150","-0.9","514,522","8,233,561,150","156,418,816,000","0.01","9,776,176",,,
837,000040,KR모터스,"888","3","0.3","252,143","224,921,074","156,402,972,912","0.01","176,129,474",,,
838,078890,가온미디어,"11,650","150","1.3","225,046","2,624,210,850","156,205,879,500","0.01","13,408,230",,,
839,126700,하이비젼시스템,"10,450","50","0.5","130,261","1,368,936,850","156,145,070,400","0.01","14,942,112",,,
840,080000,에스엔유,"4,990","25","0.5","78,728","393,210,885","155,937,500,000","0.01","31,250,000",,,
841,210540,디와이파워,"14,100","-300","-2.1","93,784","1,324,330,200","155,688,082,800","0.01","11,041,708",,,
842,020710,시공테크,"7,750","30","0.0","79,330","612,230,260","155,371,767,500","0.01","20,047,970",,,
843,092600,넥스트칩,"11,550","30","0.0","214,138","2,473,380,300","155,318,625,000","0.01","13,447,500",,,
844,066110,한프,"5,800","700","13.7","792,018","4,308,541,790","155,118,094,200","0.01","26,744,499",,,
845,900120,씨케이에이치,"1,400","40","2.9","2,055,598","2,868,887,115","154,566,239,800","0.01","110,404,457",,,
846,102120,어보브반도체,"8,840","10","0.1","138,050","1,227,925,660","154,343,332,520","0.01","17,459,653",,,
847,024810,이화전기,"419","18","4.5","32,451,683","13,402,275,114","154,249,344,340","0.01","368,136,860",,,
848,090710,디에스티로봇,"2,850","-155","-5.2","6,461,454","18,594,220,480","153,698,704,500","0.01","53,929,370",,,
849,052400,코나아이,"9,870","-50","-0.5","105,006","1,035,914,600","153,568,494,660","0.01","15,559,118",,,
850,267290,경동도시가스,"48,800","350","0.7","39,590","1,921,861,550","153,502,156,800","0.01","3,145,536",,,
851,204630,화이브라더스코리아,"5,560","-240","-4.1","166,037","938,149,860","153,449,244,600","0.01","27,598,785",,,
852,082210,옵트론텍,"7,220","10","0.1","289,547","2,082,983,000","153,355,030,980","0.01","21,240,309",,,
853,223310,이에스브이,"2,030","-200","-9.0","40,759,676","88,453,272,945","153,177,182,200","0.01","75,456,740",,,
854,166480,코아스템,"9,740","10","0.1","37,157","363,391,580","153,087,865,600","0.01","15,717,440",,,
855,041650,상신브레이크,"7,110","30","0.0","14,713","105,281,910","152,662,009,500","0.01","21,471,450",,,
856,001540,안국약품,"11,700","100","0.9","37,735","440,829,800","152,596,314,000","0.01","13,042,420",,,
857,006490,인스코비,"1,750","-25","-1.4","500,406","880,926,685","152,545,473,500","0.01","87,168,842",,,
858,233990,하우동천,"11,350","150","1.3","3,088","34,647,400","152,544,000,000","0.01","13,440,000",,,
859,049180,셀루메드,"8,390","1,930","29.9","15,215,362","119,039,781,280","152,323,671,760","0.01","18,155,384",,,
860,038880,아이에이,"3,775","-25","-0.7","152,614","575,260,175","152,270,279,950","0.01","40,336,498",,,
861,016710,대성홀딩스,"9,460","180","1.9","63,176","597,016,720","152,206,282,140","0.01","16,089,459",,,
862,053610,프로텍,"16,150","-150","-0.9","34,194","553,785,200","151,792,331,900","0.01","9,398,906",,,
863,149940,모다,"10,400","30","0.0","424,190","4,340,486,270","151,702,855,200","0.01","14,586,813",,,
864,214430,아이쓰리시스템,"44,950","450","1.0","14,257","637,163,700","151,679,280,000","0.01","3,374,400",,,
865,024090,디씨엠,"12,950","50","0.4","4,654","60,101,350","151,515,000,000","0.01","11,700,000",,,
